DATE,AKPOP,ALPOP,ARPOP,AZPOP,CAPOP,COPOP,CTPOP,DCPOP,DEPOP,FLPOP,GAPOP,HIPOP,IAPOP,IDPOP,ILPOP,INPOP,KSPOP,KYPOP,LAPOP,MAPOP,MDPOP,MEPOP,MIPOP,MNPOP,MOPOP,MSPOP,MTPOP,NCPOP,NDPOP,NEPOP,NHPOP,NJPOP,NMPOP,NVPOP,NYPOP,OHPOP,OKPOP,ORPOP,PAPOP,RIPOP,SCPOP,SDPOP,TNPOP,TXPOP,UTPOP,VAPOP,VTPOP,WAPOP,WIPOP,WVPOP,WYPOP
1900-01-01,,1830.000,1314.000,124.000,1490.000,543.000,910.000,278.000,185.000,530.000,2220.000,,2231.000,163.000,4828.000,2518.000,1473.000,2148.000,1384.000,2788.000,1189.000,695.000,2423.000,1754.000,3108.000,1553.000,245.000,1897.000,321.000,1067.000,412.000,1884.000,196.000,43.000,7283.000,4161.000,800.000,415.000,6313.000,430.000,1342,403,2023,3055,277,1858,344,523,2072,959,93
1901-01-01,,1907.000,1341.000,131.000,1550.000,581.000,931.000,285.000,187.000,544.000,2263.000,,2227.000,176.000,4914.000,2541.000,1490.000,2162.000,1412.000,2794.000,1200.000,699.000,2450.000,1805.000,3128.000,1578.000,261.000,1926.000,346.000,1078.000,412.000,1889.000,206.000,45.000,7449.000,4216.000,916.000,434.000,6439.000,441.000,1361,418,2041,3132,284,1887,347,583,2109,972,100
1902-01-01,,1935.000,1360.000,138.000,1623.000,621.000,952.000,290.000,188.000,565.000,2305.000,,2222.000,199.000,4992.000,2567.000,1505.000,2177.000,1440.000,2856.000,1210.000,703.000,2477.000,1862.000,3147.000,1603.000,270.000,1956.000,371.000,1089.000,409.000,1917.000,218.000,49.000,7612.000,4322.000,1027.000,454.000,6567.000,450.000,1379,431,2060,3210,292,1894,349,651,2141,1000,105
1903-01-01,,1957.000,1384.000,144.000,1702.000,652.000,972.000,295.000,190.000,587.000,2346.000,,2217.000,216.000,5071.000,2594.000,1498.000,2191.000,1467.000,2924.000,1209.000,709.000,2505.000,1901.000,3166.000,1628.000,282.000,1986.000,396.000,1104.000,394.000,1969.000,229.000,52.000,7771.000,4386.000,1118.000,479.000,6699.000,460.000,1397,437,2082,3291,299,1890,350,719,2171,1037,108
1904-01-01,,1978.000,1419.000,151.000,1792.000,659.000,987.000,302.000,192.000,599.000,2387.000,,2212.000,229.000,5161.000,2614.000,1527.000,2205.000,1495.000,2969.000,1217.000,719.000,2534.000,1945.000,3185.000,1653.000,293.000,2017.000,421.000,1119.000,407.000,2050.000,242.000,56.000,7927.000,4458.000,1200.000,504.000,6833.000,471.000,1415,452,2086,3374,308,1889,353,782,2202,1064,111
1905-01-01,,2012.000,1447.000,158.000,1893.000,680.000,1010.000,308.000,194.000,615.000,2427.000,,2211.000,246.000,5241.000,2635.000,1555.000,2220.000,1523.000,3018.000,1237.000,723.000,2579.000,1981.000,3204.000,1678.000,305.000,2051.000,446.000,1129.000,423.000,2151.000,255.000,59.000,8084.000,4530.000,1277.000,530.000,6970.000,481.000,1433,461,2111,3459,316,1917,354,842,2231,1094,114
1906-01-01,,2045.000,1465.000,167.000,1976.000,707.000,1033.000,313.000,196.000,628.000,2466.000,,2214.000,262.000,5309.000,2663.000,1576.000,2234.000,1551.000,3107.000,1251.000,729.000,2626.000,1987.000,3223.000,1703.000,322.000,2077.000,474.000,1138.000,415.000,2239.000,269.000,64.000,8289.000,4587.000,1349.000,555.000,7110.000,492.000,1451,477,2136,3546,327,1942,355,904,2250,1122,118
1907-01-01,,2058.000,1484.000,176.000,2054.000,733.000,1057.000,317.000,197.000,645.000,2505.000,,2217.000,277.000,5384.000,2679.000,1612.000,2249.000,1579.000,3183.000,1257.000,731.000,2693.000,1995.000,3242.000,1728.000,332.000,2105.000,501.000,1149.000,423.000,2314.000,283.000,68.000,8499.000,4630.000,1414.000,580.000,7253.000,505.000,1468,498,2136,3636,339,1952,355,967,2268,1149,125
1908-01-01,,2070.000,1513.000,186.000,2161.000,757.000,1077.000,321.000,199.000,684.000,2543.000,,2220.000,291.000,5474.000,2677.000,1629.000,2263.000,1607.000,3251.000,1269.000,735.000,2722.000,2020.000,3260.000,1753.000,346.000,2142.000,528.000,1161.000,428.000,2403.000,298.000,73.000,8714.000,4677.000,1498.000,610.000,7398.000,519.000,1485,527,2164,3727,351,1994,354,1028,2292,1174,133
1909-01-01,,2108.000,1545.000,196.000,2282.000,775.000,1097.000,327.000,201.000,724.000,2580.000,,2223.000,311.000,5567.000,2678.000,1658.000,2278.000,1634.000,3316.000,1289.000,740.000,2771.000,2051.000,3279.000,1777.000,363.000,2174.000,555.000,1177.000,431.000,2487.000,314.000,78.000,8935.000,4701.000,1585.000,643.000,7546.000,532.000,1502,553,2177,3821,363,2038,356,1091,2317,1203,141
1910-01-01,,2150.000,1583.000,206.000,2406.000,804.000,1122.000,334.000,203.000,756.000,2618.000,,2228.000,329.000,5668.000,2713.000,1692.000,2299.000,1667.000,3365.000,1302.000,745.000,2832.000,2086.000,3301.000,1802.000,380.000,2221.000,580.000,1198.000,431.000,2550.000,329.000,82.000,9137.000,4786.000,1671.000,677.000,7706.000,545.000,1523,590,2191,3922,377,2071,357,1148,2345,1231,147
1911-01-01,,2185.000,1610.000,212.000,2534.000,821.000,1149.000,344.000,207.000,773.000,2644.000,,2249.000,343.000,5757.000,2751.000,1684.000,2324.000,1695.000,3383.000,1324.000,751.000,2916.000,2119.000,3317.000,1810.000,397.000,2276.000,584.000,1216.000,432.000,2610.000,334.000,81.000,9249.000,4821.000,1714.000,692.000,7850.000,556.000,1548,602,2197,4016,387,2092,358,1167,2369,1266,150
1912-01-01,,2217.000,1636.000,217.000,2668.000,832.000,1176.000,340.000,209.000,801.000,2676.000,,2279.000,359.000,5828.000,2785.000,1671.000,2347.000,1709.000,3440.000,1345.000,753.000,2997.000,2147.000,3344.000,1817.000,414.000,2313.000,603.000,1232.000,434.000,2670.000,338.000,81.000,9361.000,4893.000,1737.000,706.000,7986.000,567.000,1572,592,2218,4107,399,2122,359,1184,2407,1291,153
1913-01-01,,2279.000,1664.000,236.000,2811.000,835.000,1208.000,358.000,213.000,828.000,2733.000,,2305.000,371.000,5961.000,2824.000,1663.000,2374.000,1727.000,3534.000,1368.000,763.000,3101.000,2190.000,3409.000,1827.000,433.000,2362.000,609.000,1246.000,439.000,2729.000,344.000,82.000,9473.000,4997.000,1777.000,722.000,8139.000,578.000,1599,584,2257,4207,410,2176,361,1209,2438,1317,157
1914-01-01,,2336.000,1688.000,253.000,2934.000,846.000,1233.000,368.000,216.000,871.000,2776.000,,2338.000,384.000,6109.000,2857.000,1662.000,2395.000,1740.000,3636.000,1389.000,772.000,3183.000,2234.000,3467.000,1832.000,452.000,2421.000,620.000,1264.000,442.000,2789.000,348.000,83.000,9585.000,5109.000,1824.000,736.000,8276.000,589.000,1622,581,2289,4300,422,2241,362,1231,2490,1362,163
1915-01-01,,2345.000,1702.000,263.000,3008.000,868.000,1258.000,361.000,217.000,922.000,2810.000,,2366.000,394.000,6194.000,2873.000,1687.000,2401.000,1755.000,3705.000,1401.000,774.000,3263.000,2273.000,3492.000,1826.000,469.000,2473.000,641.000,1272.000,443.000,2850.000,351.000,82.000,9700.000,5251.000,1860.000,745.000,8362.000,597.000,1635,585,2294,4368,430,2294,360,1239,2535,1387,167
1916-01-01,,2359.000,1719.000,282.000,3071.000,892.000,1294.000,360.000,219.000,924.000,2856.000,,2376.000,405.000,6274.000,2897.000,1727.000,2411.000,1799.000,3726.000,1415.000,775.000,3353.000,2308.000,3527.000,1823.000,487.000,2513.000,652.000,1275.000,445.000,2918.000,354.000,82.000,9848.000,5366.000,1907.000,756.000,8463.000,598.000,1650,595,2304,4444,436,2316,360,1255,2562,1414,174
1917-01-01,,2361.000,1737.000,311.000,3171.000,910.000,1327.000,385.000,222.000,895.000,2885.000,,2382.000,413.000,6313.000,2910.000,1748.000,2421.000,1795.000,3738.000,1428.000,777.000,3451.000,2329.000,3470.000,1820.000,505.000,2546.000,661.000,1285.000,447.000,2976.000,361.000,81.000,9993.000,5510.000,1960.000,763.000,8578.000,606.000,1675,599,2331,4563,444,2313,372,1287,2587,1439,186
1918-01-01,,2343.000,1749.000,320.000,3262.000,906.000,1329.000,418.000,220.000,865.000,2941.000,,2351.000,405.000,6275.000,2880.000,1729.000,2425.000,1746.000,3695.000,1467.000,760.000,3499.000,2291.000,3325.000,1813.000,501.000,2522.000,636.000,1266.000,440.000,3043.000,382.000,77.000,9936.000,5547.000,1969.000,763.000,8524.000,604.000,1746,570,2288,4666,437,2359,352,1341,2597,1438,181
1919-01-01,,2337.000,1742.000,329.000,3339.000,938.000,1359.000,445.000,221.000,898.000,2870.000,,2379.000,424.000,6392.000,2906.000,1756.000,2413.000,1756.000,3785.000,1445.000,762.000,3591.000,2346.000,3371.000,1790.000,534.000,2535.000,648.000,1290.000,443.000,3136.000,362.000,77.000,10252.000,5683.000,2003.000,774.000,8643.000,603.000,1687,606,2305,4631,446,2318,352,1333,2600,1464,191
1920-01-01,,2359.000,1756.000,340.000,3554.000,937.000,1391.000,440.000,219.000,962.000,2926.000,,2400.000,433.000,6663.000,2947.000,1769.000,2421.000,1813.000,3882.000,1464.000,771.000,3723.000,2403.000,3404.000,1800.000,543.000,2588.000,646.000,1300.000,444.000,3198.000,363.000,78.000,10282.000,5799.000,2055.000,788.000,8740.000,613.000,1685,640,2329,4723,453,2347,353,1373,2679,1470,197
1921-01-01,,2402.000,1769.000,351.000,3795.000,961.000,1415.000,446.000,216.000,997.000,2965.000,,2407.000,435.000,6858.000,2976.000,1779.000,2436.000,1847.000,3951.000,1492.000,775.000,3872.000,2434.000,3429.000,1823.000,546.000,2651.000,646.000,1309.000,449.000,3297.000,370.000,80.000,10416.000,5921.000,2108.000,798.000,8900.000,629.000,1693,652,2369,4853,457,2395,355,1405,2722,1485,203
1922-01-01,,2434.000,1772.000,360.000,3991.000,965.000,1431.000,450.000,214.000,1044.000,2965.000,,2428.000,436.000,6958.000,2965.000,1799.000,2450.000,1871.000,4010.000,1509.000,778.000,3942.000,2451.000,3437.000,1836.000,543.000,2700.000,647.000,1312.000,451.000,3380.000,375.000,81.000,10589.000,6054.000,2140.000,814.000,8982.000,644.000,1692,660,2424,4955,467,2412,354,1415,2761,1498,208
1923-01-01,,2464.000,1784.000,371.000,4270.000,984.000,1455.000,453.000,215.000,1097.000,2954.000,,2425.000,436.000,7068.000,3042.000,1808.000,2480.000,1903.000,4057.000,1521.000,781.000,4063.000,2487.000,3454.000,1858.000,538.000,2761.000,648.000,1321.000,453.000,3472.000,382.000,82.000,10752.000,6183.000,2159.000,833.000,9148.000,656.000,1699,669,2463,5077,474,2423,354,1433,2803,1526,211
1924-01-01,,2501.000,1800.000,382.000,4541.000,1014.000,1481.000,456.000,219.000,1160.000,2920.000,,2420.000,434.000,7215.000,3086.000,1807.000,2531.000,1939.000,4102.000,1537.000,788.000,4214.000,2521.000,3508.000,1886.000,538.000,2830.000,642.000,1333.000,457.000,3573.000,390.000,84.000,10953.000,6319.000,2179.000,856.000,9383.000,669.000,1710,673,2502,5210,481,2426,355,1467,2833,1577,215
1925-01-01,,2534.000,1812.000,393.000,4730.000,1019.000,1506.000,461.000,222.000,1264.000,2883.000,,2427.000,436.000,7306.000,3119.000,1825.000,2520.000,1972.000,4154.000,1556.000,792.000,4331.000,2540.000,3526.000,1910.000,535.000,2895.000,643.000,1343.000,459.000,3664.000,396.000,85.000,11186.000,6434.000,2216.000,883.000,9478.000,680.000,1718,682,2531,5332,487,2423,355,1494,2863,1593,216
1926-01-01,,2567.000,1826.000,403.000,4929.000,1016.000,1531.000,469.000,225.000,1368.000,2869.000,,2432.000,441.000,7395.000,3148.000,1836.000,2545.000,2005.000,4194.000,1576.000,793.000,4451.000,2560.000,3556.000,1935.000,531.000,2959.000,651.000,1353.000,463.000,3758.000,403.000,87.000,11257.000,6504.000,2256.000,905.000,9594.000,681.000,1726,683,2553,5453,494,2419,356,1516,2892,1623,217
1927-01-01,,2609.000,1840.000,414.000,5147.000,1028.000,1557.000,476.000,229.000,1418.000,2891.000,,2441.000,447.000,7519.000,3191.000,1836.000,2551.000,2039.000,4223.000,1599.000,796.000,4589.000,2588.000,3576.000,1962.000,527.000,3027.000,657.000,1365.000,466.000,3891.000,410.000,88.000,11174.000,6577.000,2306.000,925.000,9745.000,677.000,1736,682,2608,5577,500,2433,357,1538,2916,1671,219
1928-01-01,,2640.000,1847.000,422.000,5344.000,1014.000,1577.000,479.000,233.000,1433.000,2903.000,,2450.000,449.000,7576.000,3212.000,1850.000,2567.000,2064.000,4217.000,1610.000,797.000,4665.000,2592.000,3601.000,1981.000,541.000,3082.000,665.000,1371.000,468.000,3968.000,416.000,89.000,11599.000,6608.000,2344.000,936.000,9802.000,678.000,1739,685,2624,5675,504,2435,358,1551,2923,1696,220
1929-01-01,,2644.000,1852.000,430.000,5531.000,1008.000,1594.000,483.000,236.000,1445.000,2903.000,,2460.000,447.000,7606.000,3226.000,1867.000,2606.000,2086.000,4229.000,1621.000,797.000,4795.000,2572.000,3622.000,1998.000,524.000,3133.000,674.000,1375.000,467.000,3989.000,420.000,90.000,12171.000,6626.000,2372.000,947.000,9723.000,684.000,1739,690,2604,5762,508,2425,359,1555,2934,1717,223
1930-01-01,,2647.000,1859.000,434.000,5711.000,1040.000,1613.000,488.000,239.000,1471.000,2910.000,,2475.000,447.000,7644.000,3242.000,1883.000,2623.000,2105.000,4250.000,1636.000,800.000,4834.000,2576.000,3646.000,2006.000,539.000,3167.000,682.000,1380.000,466.000,4068.000,427.000,92.000,12647.000,6662.000,2401.000,956.000,9649.000,686.000,1745,693,2619,5844,509,2427,360,1568,2950,1733,226
1931-01-01,,2649.000,1848.000,429.000,5824.000,1056.000,1628.000,504.000,242.000,1493.000,2924.000,,2482.000,454.000,7687.000,3257.000,1881.000,2652.000,2124.000,4248.000,1657.000,807.000,4798.000,2614.000,3711.000,1994.000,540.000,3184.000,680.000,1384.000,470.000,4120.000,436.000,94.000,12848.000,6694.000,2403.000,966.000,9707.000,681.000,1753,694,2657,5907,513,2445,359,1581,2990,1740,229
1932-01-01,,2653.000,1836.000,426.000,5894.000,1066.000,1637.000,513.000,245.000,1521.000,2935.000,,2489.000,459.000,7736.000,3281.000,1883.000,2676.000,2155.000,4259.000,1678.000,815.000,4780.000,2646.000,3746.000,2004.000,540.000,3227.000,676.000,1386.000,474.000,4120.000,441.000,96.000,13001.000,6717.000,2394.000,972.000,9764.000,677.000,1748,692,2711,5961,517,2452,358,1584,3021,1747,230
1933-01-01,,2661.000,1854.000,426.000,5963.000,1071.000,1642.000,529.000,248.000,1552.000,2950.000,,2495.000,464.000,7768.000,3304.000,1877.000,2698.000,2178.000,4282.000,1694.000,821.000,4780.000,2673.000,3773.000,2031.000,541.000,3268.000,674.000,1385.000,477.000,4107.000,449.000,96.000,13126.000,6740.000,2392.000,978.000,9784.000,675.000,1752,690,2747,6014,520,2460,357,1592,3040,1752,230
1934-01-01,,2685.000,1878.000,428.000,6060.000,1075.000,1650.000,568.000,250.000,1585.000,2964.000,,2510.000,473.000,7772.000,3319.000,1868.000,2722.000,2202.000,4305.000,1710.000,829.000,4798.000,2695.000,3784.000,2050.000,545.000,3304.000,672.000,1382.000,480.000,4089.000,461.000,98.000,13253.000,6751.000,2391.000,985.000,9795.000,675.000,1760,682,2784,6053,522,2485,357,1610,3054,1771,233
1935-01-01,,2719.000,1890.000,434.000,6175.000,1078.000,1666.000,608.000,252.000,1613.000,2955.000,,2524.000,481.000,7797.000,3332.000,1872.000,2748.000,2228.000,4343.000,1729.000,836.000,4838.000,2717.000,3798.000,2061.000,550.000,3323.000,670.000,1375.000,481.000,4085.000,475.000,100.000,13375.000,6787.000,2386.000,1001.000,9774.000,678.000,1769,674,2798,6123,526,2520,357,1629,3070,1794,237
1936-01-01,,2743.000,1892.000,443.000,6341.000,1090.000,1672.000,629.000,253.000,1651.000,2978.000,,2509.000,495.000,7840.000,3348.000,1869.000,2768.000,2246.000,4355.000,1745.000,840.000,4889.000,2734.000,3801.000,2072.000,554.000,3346.000,664.000,1358.000,481.000,4084.000,489.000,101.000,13481.000,6801.000,2365.000,1025.000,9767.000,686.000,1781,666,2791,6192,527,2552,357,1653,3082,1808,240
1937-01-01,,2762.000,1903.000,453.000,6528.000,1104.000,1678.000,616.000,254.000,1709.000,3037.000,,2498.000,507.000,7857.000,3374.000,1856.000,2784.000,2257.000,4358.000,1754.000,842.000,4968.000,2746.000,3794.000,2086.000,554.000,3385.000,655.000,1339.000,481.000,4088.000,503.000,103.000,13511.000,6809.000,2334.000,1048.000,9790.000,694.000,1802,656,2795,6250,529,2590,356,1681,3088,1813,243
1938-01-01,,2787.000,1928.000,466.000,6656.000,1112.000,1684.000,638.000,257.000,1771.000,3091.000,,2494.000,513.000,7866.000,3386.000,1842.000,2800.000,2285.000,4365.000,1766.000,843.000,5056.000,2753.000,3781.000,2127.000,552.000,3440.000,647.000,1326.000,485.000,4100.000,513.000,105.000,13512.000,6837.000,2324.000,1067.000,9952.000,694.000,1834,649,2821,6301,535,2638,356,1698,3098,1828,246
1939-01-01,,2814.000,1948.000,484.000,6785.000,1120.000,1696.000,658.000,263.000,1836.000,3120.000,,2520.000,521.000,7890.000,3403.000,1824.000,2825.000,2334.000,4347.000,1793.000,846.000,5156.000,2771.000,3783.000,2168.000,555.000,3514.000,644.000,1318.000,490.000,4129.000,523.000,107.000,13523.000,6886.000,2333.000,1081.000,9901.000,701.000,1872,645,2874,6360,543,2670,358,1715,3121,1868,248
1940-01-01,,2845.000,1955.000,499.000,6950.000,1130.000,1708.000,690.000,269.000,1915.000,3119.000,,2537.000,522.000,7905.000,3433.000,1788.000,2859.000,2370.000,4318.000,1839.000,849.000,5315.000,2790.000,3786.000,2176.000,558.000,3574.000,640.000,1316.000,492.000,4175.000,531.000,113.000,13456.000,6929.000,2325.000,1086.000,9896.000,719.000,1902,641,2935,6425,552,2720,363,1740,3143,1907,250
1941-01-01,,2902.000,1969.000,490.000,7237.000,1124.000,1746.000,764.000,275.000,2017.000,3179.000,,2491.000,501.000,7995.000,3483.000,1765.000,2824.000,2484.000,4389.000,1913.000,852.000,5472.000,2718.000,3811.000,2184.000,543.000,3589.000,615.000,1272.000,490.000,4254.000,506.000,120.000,13267.000,6958.000,2262.000,1071.000,9911.000,731.000,1962,613,2973,6585,551,2855,348,1789,3140,1885,247
1942-01-01,,2941.000,1977.000,524.000,7735.000,1113.000,1792.000,851.000,279.000,2151.000,3209.000,,2439.000,478.000,8057.000,3507.000,1760.000,2797.000,2546.000,4370.000,1998.000,839.000,5549.000,2662.000,3829.000,2210.000,518.000,3569.000,583.000,1239.000,481.000,4297.000,502.000,137.000,13002.000,6969.000,2215.000,1107.000,9704.000,748.000,2007,589,2939,6711,575,3038,343,1901,3053,1831,251
